stance,target,text
against,ቀይ ባህር,የሚያስከድ አይመስልም! ውሃውን ለማምጣት የሚፈቀድ ከሆነማ እዝያው ባሕሩ ዳር ሄዶ ወደቡን መጠቀም ይቻል አይደል እንዴ? ጂቡቲ ወይም ኤርትራ ይህንን ፈቀዱ ማለት ሊያገኙ የሚችሉትን ገቢ አጡ ማለት ነው:: የሚፈቅዱ አይመስለኝም:: እኝህ ሰው ግብርና ሚኒስቴር ውስጥ ቢመደቡ የመስኖ ልማቱ ሊረዱ ይችላሉ::
favor,ቀይ ባህር,"እውነት ልብ ሚያሞቅ ሃሳብ ነው, ዋጋ ከፍለንም ቢሆን መሞከር ነው"
against,ቀይ ባህር,የባህር ቦይ ለመቆፎር ቅድምያ የባህር ባለቤት መሆን ይጠይቃል: ባህር አልባዋ ኢትዮጵያ ግን ስለ ቀይ ባህርም ይሁን የቀይ ባህር ውሃ ለማግኝት ቦይ መቆፈር የሚለውን ህልም ይቻል ይሆናል እውን ማድረግ ግን ፍጹም አይቻልም 4 ነጥብ
against,ቀይ ባህር,በሰማይ ነው በመሬት ለማንኛውም አገሬን ከጦርነት ነጣ ያውጣልኚ በጣም የሰለቸኚ
favor,ቀይ ባህር,እናመሠግናለን ኢንጂነር ኢትዮጵያ እንደዚህ አይነት ሰዉ ነዉ የምትፈልገዉ አሳክታችሁ አሳዩን አቦ ለቀጣይ ትዉልድም የሚጠቅም ሰራ ሰረታችሁ እለፉ ይህ እቅድ የትልቅነት መገለጫ ነዉ
against,ቀይ ባህር,አኔ የ ኢትዮጵያ መምህራን አንዴት አንደምያስቡ አላውቅም: የ ማንን ባህር እና መሬት ሊሰነጥቁ እንደሚያስቡ አላውቅም : በጣም ምያሳፍሩ ምሁራን እና ፖለቲከኛ የበዛበት አገር!!!
favor,ቀይ ባህር,ለመቅደድ የራሳችን መሬት ያስፈልገናል የሰው መሬት መቅደድ አይቻልም መጀመሪያ ያራሳችን ያስፈልገናል በቦይ ተቀዶ የመጣ ወደብ ትንሽ ስለሚሆን አይበቃንም
favor,ቀይ ባህር,"እውነት ልብ ሚያሞቅ ሃሳብ ነው, ዋጋ ከፍለንም ቢሆን መሞከር ነው"
favor,ቀይ ባህር,የኤርትራ ህዝብ ከኢትዮጵያ ህዝብ ፍቅር እና ሰላም ብቻ ነው ምንፈልገው# ሁሎቱ ህዝብ በጦርነት እና በድህነተ የተጎዳ በፈጣሪ የሚአምን መልካም ህዝብ ነው# ኢትዮጵያ አሰብ የመጠቀም መብቶ አላት እኛም ደስ ይለናል እንደ ኤርትራውያን # ብሀይል የሚሉት ነገር ግን አቶ አቢ እርሱት ጦርነት እቃቃ ጨወታ አይደለም#
against,ቀይ ባህር,መጀመሪያ በከንቱ የሚፈሰውን የሰውን የዜጋችሁን ደም አስቁሙ፣ ሰው ሲኖር ነው ሁሉም ነገር
favor,ቀይ ባህር,ትልቅ ነበርን ትልቅ እንሆናለን ።የሚለዉ ጥቅስ መፈክር  እዉን የሚሆነዉ ኢትዮጵያ የባህር በር ስኖራት ብቻ ነዉ።ከሃድዎች ሆን ብለዉ በራችንንም አፋችንንም ዘግተዉ ታሪካችንን አዛብተዉ ጭጪ ምጪጭ አድርገው 27 አመታትን በዉስጥ የዘረኝነት ደዌ ስመቱን ኖረዋልና ኢትዮጵያኖች ሁሉ ከእንቅልፍ እንንቃ።
against,ቀይ ባህር,ብልጽግና የሙዉታን ስብስብ first
favor,ቀይ ባህር,ባህራችን እናስመልስ ያለአግባብ የተወሰደብን ኢትዮጵያ አሰብ ይገባታል።
against,ቀይ ባህር,ትግራይም ኤርትራም ቢመጡ የአማራ ህዝብ ከነሱ ጋር ነን
favor,ቀይ ባህር,ቄሮ ነኝ ወያኔ ነኝ ፋኖ ነኝ ያልሽ ሁሉ እረፊ ካሁን በሁዋላ አይኖች ሁሉ ወደ ወደብ አንድነት ሀይል ነው!!
favor,ቀይ ባህር,እውነት ነው ይሄ ጉዳይ የማያንገበግበው የሀገር ስሜት የሌለው ሸክም ነው
favor,ቀይ ባህር,ኢትዮጵያ ህጋዊ መብቷ ነው ስለዚህ የሚከፈለው ዋጋ ተከፍሎ ታሪካዊ ወደባችንን መቀበል ግድ ነው አባ መላ ወደፊት
favor,ቀይ ባህር,ትግራይ መራሽ አክሱም መንግሥት እስከ የመን ድረስ ባህር በር ነበረን! ያሁኑ የልጅ ልጅ ትግራይ መራሽ ሕወሓት ኢህአዴግ መንግሥት ደግሞ ወይ ለራሱ ሕዝብ አልበጀም አሊያም ለታገለለት ኢትዮጵያ ሕዝብ አይጠቅመን ባሕር በር አልቦ አድርጎናል እንግዲህ! በሳቸው ይዞን ሄደ!
against,ቀይ ባህር,ከ ድንቁርና ድንቁርና ስትጨምርበት ድድብና ያመጣል እንድ አያቶችቻሁ እናጠፈፋቹህ አለን ኢትዮጵያ የምትባል አገር አትኖርም
favor,ቀይ ባህር,ኣባላሽቶ ያሰረከቡት መሪያችን ተጨንቆ ሳየው ኣሳዘነኝ ግን ኣይዞህ መሪያችን ከጎንህ ነን
favor,ቀይ ባህር,የማንም አናት ላይ እግርህን አንፈራግጠህ ማስቀመጥ እንደማትችለው... ከተቻለ ሙሉ ካልሆነ ግማሽ አሰብን በተቻለው ሁሉ ድርድር ማስመለስ አለብን !!!
favor,ቀይ ባህር,ሁላችንም እጅ ለእጅ ተያይዘን በቅርብ ባህር በራችንን እናስመልስ
against,ቀይ ባህር,የሀገር አንድነት ሳይኖር ፣ አይደለም የቀይባህርን ፣ ዓባይንም አንጠቀምበትም።
against,ቀይ ባህር,አማራን ከኦሮሚያ እያፀዳችሁ ፣ ቀይ ባህር?
against,ቀይ ባህር,ጉዳዩ በዚህ በቀውጢ ሰዓት ማንሳቱ የወንበሩ መነቃነቅ ያስረዳል። እብድ ቱልቱላ።
against,ቀይ ባህር,ኣህዮች፡ ጦርነት ናችሁ፡ ያወጃቹሁት፡ ዝም ብትሉ ይሻላቹሃል
against,ቀይ ባህር," እቺ አማራን አንጀት ለመብላት የምትደረግ ነች አማራ ደሞ ""መንገዱ ሠፊ ነው የሣልፋል""ብሏል,"
against,ቀይ ባህር,የሀገር ተቃውሞ ለማርገብ እንጅ ፣ አሁን የቀይ ባህር ጊዜው አይደለም
favor,ቀይ ባህር,በጣም ጥሩ ትንሽዋ ኤርትራ ታላቅዋን ኢትዮጵያን እንቅርትዋን ቀርቅራ መኖር የለባትም
against,ቀይ ባህር,ያጋራ ጥቅም ለማስከበር እኮ የጋራ ጅኦ ፖለቲካል ኣስተሳሰብ እና ፍላጎት ሊኖረህ ይገባል።
against,ቀይ ባህር,የቅዠት ታሪክ አታምጡ የሞተች ኢትዮጵያ የባሕር በር አልነበራትም ብሎም አይኖራትም።
against,ቀይ ባህር,እኔ ያልገባኝ ይሄ ነገር የጦርነት ጉሰማ ነው ? እኔ እንደ አንድ ኤርትራዊ የጦርነት ቅስቀሳ ነው የሚመስለኝ ። እንጂ ኤርትራ በምንም አጋጣሚ ኢትዮጲያን የባህር በር ከልክላ አታውቅም ። የ ጨቅላውን ጠቅላይ ሚኒስቴር ንግግር እና ይሄንን ስሰማ ወጣቱን ለሌላ እልቂት እያመቻችሁት እንደሆነ ነው የገባኝ ። የጋራ ጥቅም እሚባለው እኮ የሁለቱ አገሮች ወኪሎች በአንድ ላይ ቁጭ ብለው ስለዚህ ጉዳይ ማብራርያ ሲሰጡ ነው ።
against,ቀይ ባህር,ያው ከታሪክ እንደ ተማርነው ሁል ጊዜ የውስጥ ችግሩን መፍታት ያቃተው መሪ ድንበር ተሻጋሪ ችግሮችን ነው እሚፈልገው ። ቆም ብላቹህ ብታስቡ ተመራጭ ነው ።
favor,ቀይ ባህር,መሪ አልባዋ አገር እና አባወራ የሌለው ጎጆ የሚለው አሁን ያለንበትን ይመጥናል
against,ቀይ ባህር,ሰው ጥራ ቢሉት እራሱ መጣ ሆነ ነገሩ ።ጠቅላዩ የሚሉትን ባዶ ዲስኩር የሚሉትን ተምረን ብለው ያደነቁሩናል ። የውስጥ አጀንዳ ለማዞር ካልሆነ ባዶ ወሬ ነው ። ኤርትራን ማሰብ መዘዙ ሃይለስላሴ መንግሥቱ ወያኔ ምሥክሮች ናቸው ለዚያውም ያኔ አሁንማ
favor,ቀይ ባህር,የኢትዮዽያ ህዝብ የወደብ ያለህ ቢል መለሰ ቀይ ባህርን ኢሳያስ ግመሉን ውሀ ያጠጣበት ብሎ አላገጠበት!
against,ቀይ ባህር,ኢትዮጵያ ባህር የላትም ! ቀይ ባህር ይገባኛል ማለት በቀጥታ ከኤርትራ ወይ ጁቡቲ ወይ ሶማሊያ ጋር ጦርነት መግባት ነው !
against,ቀይ ባህር,ኣንተ ደደብ ኣክሱም መንግስት የኢትዮጵያ ሁኖ ኣያዉቅም ቆማጣ
favor,ቀይ ባህር,አብይ ትክክል ነህ ሰከን ብሎ ላደመጠህ ሰው ትክክለኛ ሃሳብ ነው ያቀረብከው እኔ በሃሳብህ ተስማምቻለሁ በተረፈ ግን ለምትሳደቡ ሰዎች መልክት አለኝ ሁል ጊዜ አዲስ ሃሳብ ሲነሳ ሃሳብን ለማደናቀፍ የምትራወጡ ሰዎች ሰከን ብላችሁ የሃሳቡን ፅንሰ ሃሳብ ለመረዳት ሞክሩ።በተረፈ ሃሳቦች ሲነሱ ሃሳቦችን የምናይበት አግባብ የሰፋ እና የሰለጠነ ቢሆን ጥሩ ነው ባይ ነኝ ለማንኛውም ልቦና ይስጣችሁ
against,ቀይ ባህር,የኢትዮጵያ  መሪዎች እኮ ወዳቹ ሳትሆኑ በአመሪካ  ስንዴ ክብራቹ የሽጣቹ ፣ ለማኞች መሆናቹ እኮ ታሪካቹ ምስክር ነዉ !!! አመሪካኖች  በስንዴ እንደፈለጉ የሚያርጋቹ ፣ ለአመሪካ ስንዴ  ብላቹ ተገዝታቹ ፥ ታጥቃጩ ልጆቻቹን ለዉጊያ ፣ ለመስዋእት የምታቅርቡ መሆናቹ ጃን ሆይ ተፈራ መኮንን (ሃይለስላሴ) ፣ ደርግ (መንግስቱ ሃይለማርያም) ወያኔዎች (ጁንታዎች) ይነግሩሃል ኣቢ !!!
against,ቀይ ባህር,"የ ኢትዮጵያኖ  መሪዎች ግን ከቀይ ባሕር የኤርትራ የራሳቹ "" ኣባይ "" ተጠቃሚዎች ብትሆኑ ፣ ይቅር ለራሳቹ ለአፍሪቃ ሙሉ የምትሆኑ ታላቅ አገር አለቹ !!! ግን ምን ዋጋ አለዉ !! የኢትዮጵያ መሪዎች የህዝባቸዉ ክብር ሳይጠብቁ ፣ የሌላ ህዝብ ክብር ይጠብቃሉ ማለት ኣይቻለም !"
against,ቀይ ባህር,አይ ምስኪን የሰዉ ደም ግም ልብስህን ጥለህ ታብዳለህ የሚገርመኝ ቁጭ ብለዉ የሚሰሙት ናቸዉ አተ አብይ ሳትን ቃየል መባል ነዉ ያለብህ
favor,ቀይ ባህር,በጣም ተመችተኸኛል ፈጣሪ ሁሉንም ያሳካልን
favor,ቀይ ባህር,ጀግናዉ መሪ በርታ ከጎንህ ነን
favor,ቀይ ባህር,ትክክል ነው የተከበሩ ክቡር ጠቅላይ ሚንስትር ኢትዮጲያ ከጎረቤት አገራትን አንዱን በጣም ስፊ ለወደብ ሚሆን ባሕር ጠረፍ ላይ በዱፕሎማሲም ሆነ በዱቤ መቀበል አለበት ።
against,ቀይ ባህር,አፈር ብላ ቀይ ባሀር ይዉሰድህ ግን ጤነኛ ነዉ ኢሄ ኦነግ
favor,ቀይ ባህር,ጀግና መሪ እድሜና ጤና ይስጥህ
against,ቀይ ባህር,ሰዉየዉ መካሪ የለዉም እንዴ?
against,ቀይ ባህር,ኣባይ ግድብ ለግብጽና ለሱዳን የህልውና ጉዳይ እንጂ የቅብጠት ኣደለም፡
against,ቀይ ባህር,ዋኝበት መጀመሪያ ለሕዝባችን ሠለም በሠጠኸው
against,ቀይ ባህር,አብይ አህመድ አንተ ኮ ኦነግ እና ህወሃት ቡቸላ ነክ አማራ ህዠብ ሞኝ አደለነም አብይ እሺ
against,ቀይ ባህር,አተ ሰውይ ቅመክ ነው የምገባው እኛ ሰላም ነው የምንፈልገው
against,ቀይ ባህር,እስኪ መጀመሪያ የውስጥ ዋና ችግር የሆነውን የወሰንና የቋንቋ የመከፋፈል ችግር የመፍታት ዕድል ፍጠር ሌላው በራሱ ጊዜ ይቀጥላል ብሎ ነበር ለማለት ወይም ሌላ አጀንዳ ለመፍጠር መሞከር ግን ብዙም የሚበጅ አይመስልም
favor,ቀይ ባህር,ለኔ ጥያቄዉና ወቅቱ አልገናኝ ስላለ ነዉ እንጂ ወደፊት በሰላም መነጋገር ክፋት ነዉ ብዬ አልወስድም።
against,ቀይ ባህር,ቀይ ባህር እያልክ እንዳትሞት አንተ ደም ያስከርህ
against,ቀይ ባህር,አማኑኤል ሆሰፕታፒል የሚወሰድህ ጎደና የለም
against,ቀይ ባህር,እንደቀድሞዉ ጀግና ምናምን እያልኩኝ አላሽቃብጥም።ሌላ ጦርነት ማስነሻ ነዉ።ረሀብና ችግር ሰልችቶናል ከጦርነት ምንም አላገኘንም፣
against,ቀይ ባህር,የቅል ሲብስብ ግማታሞች በቀይ ባሕር የሚሞት አንድም ኢትዮጵያዊ አይኖርም ድል ለአማራ ፋኖ
against,ቀይ ባህር,አንዴ ትግራይ አንዴ አማራ ለይ እያዘመትክ የመንደር አለቃ የስልጣንህ አሰጠባቂ ጋርድ አድርገህ እረፍት የነሳሀው መከላከያ ለ ቀጣይ እልቂት ተራው ኤርተራ ሆነ? ገብቶናል አሁን በተለያየ የብሄር ሰብጥር የተዋቀረውን መከላከያ በተከታታይ ጦርነት አሰወግደህ በአንድ ብሄር ጦር ለመተካት ነው ግን ተይዘሀል
against,ቀይ ባህር,ጦርንት እና ችግር የማትጠግብ ሀገር ብትኖር ኢትዮጵያ ናት
against,ቀይ ባህር,ኢትዮጵያዊያን ይችን ቁማር ጠንቅቀን ተረድተናል፤
against,ቀይ ባህር,በውጭ ሀገር ያሉ ትውልደ ኤረትራዊያን ስርዓቱን በፅኑ እየታገሉ ስለሆኑ፥የተከፋፈሉትን አንድ ለማድረግ ስባል እሱ አልሞና ተናበው ሀገራችንን ለተጨማሪ ኪሳራና ውድመት ደግሞ ኤረትራዊያንን በዚህ አጋጣም አንድ ለማድረግ ስባል የሟረተውን ሟርት በሀገራችን መሪ በኩል ያቀደውን የሚዘራበት ሰጣናዊ ተግባር መሆኑን ጠንቅቀን እናውቃለን፤ ስለዚህም ቀይ ባህር ጉዳይ በፍጹም የህልውና ጉዳይ ልሆን አይችልም።
against,ቀይ ባህር,ሸመልስ በገፈርሳ አዲስ አበባ ላይ ልዩ ጥቅም ስጡኝ የሚል ደንቆሮ ስብስብ ባለበት ስለ ቀይ ባህር የሚሰማ የለም
favor,ቀይ ባህር,ጌታ ይረዳሃል አይዞ በርታ
favor,ቀይ ባህር,የኢስራኤል አምላክ ከጎንክ ነዉ
favor,ቀይ ባህር,ጠቅላይ ሚንስትር ያቀረቡት ሀሳብ ትክክል ነው ግን አብዛኛው ፖርላማ ውስጥ የምቀመጡ ሰዎች ፍታቸው የፋራት ሰሜት ይታይባቸዎል ስለዚህ ሁሉም ይህ ሀሳብ ለሀገራችን እድገት ጠቀሜታው በጣም ጠቃሚ ስለሆነ መፍራት ሳይሆን በግልፅ የኢትዮጵያን ህዝቦችን ሁሉ በማሳተፍ መወያየት አና መፍትሄ ማምጣት ነው
against,ቀይ ባህር,እናንተው እበዱ እኛ እብድ አይደለንም
against,ቀይ ባህር,አንተ ሰዉ ዉሸትህ ኢትዬጵያኖች ብቻ አደለም የዉጪ አገሮች ዉሸትህን አዉቀዉታልና ኦሮሞ ይዋጋልህ
against,ቀይ ባህር,አንተ እንደ እስስት በየቀኑ እምትቀያየር የሰው ህሊና የለለህ ሰው ነህ ፣ የራሷ ሲያርባት የሰው ታማስላለች ፣ ነገሮች ሲከሩብህ መያዣ መጨበጫው ሲጠፋህ ወደ ኤርትራ በመዞር አቅጣጫ መቀየር ፈለክህ ፣ ቅድም መሰሪ ስራህን ትተህ የያስከውን ሃላፊነት ተወጣ ።
against,ቀይ ባህር,ህልመኞች ከማጋር ሆነህ ነው ስለ ቀይ  ባህር የምታወራው አንድ ብሄር ይዘህ አማራን እና ትግራይን ትተህ ቅዠታም አጀንዳ አታስቀይስ
against,ቀይ ባህር,አረ ባክህ መጀመሪያ የሚፈስውን ደም አሥቁሙ
